English	영어
1258883271	정신 지배 스킬
1486407837	희생자에 따라 정신 지배 중에 이용 가능한 스킬입니다. 경비들은 각자의 무기로 다른 경비를 처치할 수 있습니다. 민간인은 도움을 요청해 경비를 유인할 수 있습니다.
1289329808	결속된 경비와 주의 돌리기
759975619	두 경비가 결속되어 있고 그중 한 명이 주의를 끄는 소리(예: 쿠퍼의 동전)를 들으면 둘 다 소음이 들리는 방향을 봅니다.
2003290337	결속된 경비와 미끼
241375047	두 경비가 결속되어 있고 그중 한 명이 미끼(예: 맥코이의 가방)에 속으면 다른 한 명이 경비도 미끼가 있는 쪽으로 몇 발자국 걸어갔다가 다시 제자리로 돌아옵니다.
1911833233	결속된 경비와 피해 유형
477939682	결속된 경비는 동일한 유형의 피해를 서로에게 전달합니다. 즉 한 명이 죽으면 결속된 파트너도 죽습니다. 또 한 명이 기절하면 다른 쪽도 같이 기절합니다.
400560812	결속된 경비와 롱코트
1973720970	롱코트는 결속된 경비가 피해를 입으면 기절할 수 있습니다. 이 효과는 항상 기절입니다. 피해 유형이 일반적으로는 즉사시킬 수 있는 경우(예: 헥터의 도끼)에도 마찬가지입니다.
696649581	결속된 경비와 실명 스킬
137918846	두 경비가 결속되어 있고 그중 한 명이 케이트의 향수 스킬 등에 의해 실명하면 둘 다 실명합니다.
331045493	고양이 이동
753041168	이사벨의 고양이는 사다리, 덩굴, 밧줄을 타고 오릅니다. 하지만 수영은 할 수 없습니다.
2127142431	소매치기
602778606	경비가 중요 아이템을 휴대한 경우 케이트는 경비의 주머니를 털 수 있습니다.
801171987	얕은 물과 시체
735202007	얕은 물에 시체를 숨길 수 있습니다.
1288975608	횃불 켜기
127998834	주변에 있는 불을 이용해 횃불에 불을 붙일 수 있습니다. 여기에는 다른 횃불도 포함됩니다.
139855627	횃불과 덤불
1348930656	덤불 안에서 웅크리면 횃불이 꺼집니다. 
328319678	환경 요소로 처치한 시체
2026724582	환경 요소로 처치한 시체로 경보를 울릴 염려 없이 적들을 유인할 수 있습니다.
1591065676	시체 던지기
301069101	다른 경비에게 시체를 던져 기절시킬 수 있습니다. 한 번의 던지기로 여러 명의 경비를 기절시킬 수는 없습니다.
185053908	살인 무기
641428549	민간인 구역에서 살인 무기(예: 쿠퍼의 칼)를 집으면 적대적 행위로 간주합니다.
669781329	램프와 기름
2095483471	기름 위에 서 있는 램프 운반자를 처치하면 바닥에 떨어진 램프가 기름에 불을 붙입니다.
1607728182	결속
310446603	결속은 매우 활용도가 높은 스킬입니다. 다양한 목표와 효과를 실험해보세요.
1845298713	정신 지배
603912455	정신 지배는 여러 목적으로 이용할 수 있습니다. 궁지에 몰렸다면 한 번 실험해보세요.
739788697	밤에 유인하기
591367716	밤에는 맥코이의 가방 같은 미끼를 조명이 있는 곳에 배치해 멀리서도 보이게 할 수 있습니다.
825197218	서두르지 마세요
217894750	한 번에 임무를 완료할 필요는 없습니다. 언제든 저장했다가 나중에 맑은 정신으로 돌아올 수 있습니다.
876399661	칼
1749163056	근거리의 적을 쓰러뜨립니다.
1589031175	주먹
1638963563	근거리의 적을 기절시킵니다.
1031684057	올드 51
567933229	적에게 콜트 1851 네이비를 발사합니다. 뉴 모델 아미와 함께 쓸 수 있습니다.
943917545	뉴 모델 아미
834457639	적에게 레밍턴 뉴 모델 아미를 발사합니다. 콜트 1851 네이비와 함께 쓸 수 있습니다.
1646673140	가짜 동전
63345104	가짜 동전을 던져 소음을 일으킵니다. 범위 내 적들이 소음이 나는 곳을 쳐다봅니다.
1584617927	칼 던지기
1858999661	칼 던지기
1371261109	칼을 던져 원거리에 있는 적을 쓰러뜨립니다. 던진 칼은 다시 주워야 합니다.
1109372431	칼을 던져 원거리에 있는 적을 쓰러뜨립니다. 던진 칼은 다시 주워야 합니다.
1881764354	도끼
1636874639	근거리의 적을 쓰러뜨립니다. 롱코트도 처치할 수 있습니다.
1879142254	망치 주먹
771797553	근거리의 적을 기절시킵니다. 롱코트도 기절시킬 수 있습니다.
1245144391	비앙카
1307582697	비앙카(곰 덫)를 배치합니다. 곰 덫을 처음 밟는 적을 처치합니다. 사용한 곰 덫은 다시 주워야 합니다.
1246149011	휘파람
823392386	휘파람을 불어 소음을 일으킵니다. 범위 내 적들이 헥터의 위치로 이동합니다.
1909121017	좋은 술
473693194	한 모금 마시면 헥터가 치유됩니다. 일반인이 마시기엔 너무 센 술입니다.
2029916213	소드오프 산탄총
930899656	소드오프 산탄총을 발사합니다. 원뿔 피해 범위 내 모든 목표를 맞춥니다.
2030315960	늪지 가스 병
1935924802	늪지 가스 병을 던집니다. 범위 내 모든 적을 기절시킵니다. 롱코트는 면역입니다.
2008559261	주사기
439476221	근거리의 적을 쓰러뜨립니다.
577578858	마취제
1468800898	근거리의 적을 기절시킵니다.
652519200	콜트 번트라인 스페셜
944782434	콜트 번트라인 스페셜로 적을 저격합니다. 사거리가 길며 꽤 은밀합니다.
1992836515	의사의 가방
1392794492	의사의 가방을 배치합니다. 처음 발견한 적은 주우려고 다가옵니다. 열리면 대상을 짧은 시간 동안 실명시킵니다.
308968697	붕대
596884874	자신이나 아군을 치유합니다.
2090032874	변장
1951322218	변장해 적을 속입니다. 의심스러운 행동을 하다가 들키면 자동으로 해제됩니다.
581063006	미끼
1332211106	적을 다른 곳으로 유인합니다.
706585068	매혹
73015201	적을 매혹해 캐릭터에게 집중하게 합니다.
1107428992	발차기
1155721602	근거리의 적을 기절시킵니다.
1810692848	데린저
750399255	적에게 데린저를 발사합니다. 중거리에서 꽤 조용히 적을 처치할 수 있습니다.
1222475897	향수병
342608998	향수병을 적에게 던집니다. 적은 재채기를 하며, 잠시 실명 상태가 됩니다.
1986695873	낫
1125828588	근거리의 적을 쓰러뜨립니다.
1431956252	주먹
1300156090	근거리의 적을 기절시킵니다.
1770076751	결속
465512209	살아 있는 대상 두 명을 결속합니다. 한 쪽에 일어나는 일이 다른 한 쪽에도 일어납니다.
2145567661	정신 지배
321059560	HP 하나를 희생해 대상을 조종합니다. 스킬을 사용하거나 대상이 범위에서 벗어나면 정신 지배가 끝납니다.
1491564257	스텔라
279559842	스텔라를 보내 짧은 시간 동안 적의 주의를 돌립니다.
611738972	흰독말풀
968396522	자신이나 아군을 치유합니다.
1533369021	정신 지배 종료
751024683	대상 조종을 포기합니다. 대상이 인간인 경우 기절합니다.
1424974583	정신 지배 - 사격
1599288725	적에게 대상 하나에 사격을 가하도록 명령합니다. 경보를 울리지 않습니다. 행동이 발각되면 살해당합니다.
478202770	정신 지배 - 공격
2010965602	적에게 하나의 대상을 공격하도록 명령합니다. 경보를 울리지 않습니다. 행동이 발각되면 살해당합니다.
1483614186	정신 지배 - 경비견 짖기
46529980	경비견에게 짖도록 명령합니다. 범위 내 적이 경비견이 있는 곳으로 이동합니다.
1607481843	정신 지배 - 황소 뿔
410027463	황소에게 뿔 공격을 하도록 명령합니다. 황소 앞에 있는 대상을 처치합니다. 경보를 울리지 않습니다.
834805114	정신 지배 - 말 뒤차기
641060966	말에게 뒤차기를 하도록 명령합니다. 말 뒤에 있는 대상은 기절합니다.
1644388442	정신 지배 - 꼬꼬댁
714891915	닭에게 꼬꼬댁 울도록 명령합니다. 범위 내 적이 소란스러운 상황을 조사합니다.
1712320263	정신 지배 - 비명
1316379827	민간인이 큰 소리로 도움을 요청하도록 명령합니다.  범위 내 적이 민간인이 있는 곳으로 이동합니다.
1136665942	운반하던 물체를 던집니다.
31843472	범위: 4.
47662936	근거리의 적을 기절시킵니다.
1953083019	무언가를 운반하고 있습니다. 추가 행동을 하려면 물건을 놓으세요.
1178284261	사용 모드
237652163	주변의 물체와 상호작용할 수 있게 됩니다.
1177887152	이동 자세
393061807	서기와 웅크리기 간에 전환합니다.
1023909297	마지막 결투 모드
1779079610	캐릭터당 하나의 행동을 계획합니다. 활성화된 동안 게임이 잠시 멈춥니다.
1057175114	마지막 결투 모드 실행
1365900095	모든 저장된 행동을 실행합니다. 게임이 재개됩니다.
1493216623	단일 행동을 실행합니다.
1420882900	이 행동만 실행합니다.
426824287	마지막 결투 모드 초기화
1929244517	모든 저장된 행동을 초기화합니다.
910575029	로그
999285904	임무 목표, 힌트, 배지 진행률, 대화 로그를 확인합니다.
1333667769	하이라이트
1891512789	적을 빨간색으로, 상호작용 가능 물체는 흰색으로 강조 표시합니다.
1384505437	경보 구역
2101249610	경보 구역을 표시합니다./n 경보가 울리면 어떤 경비가 나타나는지 알려줍니다.
511438133	빨리 감기
583532999	버튼을 길게 누르면 시간을 가속해 대기 시간을 줄입니다.
210755940	맵 확장
1306747757	미니맵을 확장합니다. 경비의 위치도 표시됩니다.
1029619217	카메라 초기화
600743980	카메라를 현재 선택된 캐릭터의 중앙에 위치시키고 권장 회전값으로 초기화합니다.
1848674402	시계 반대 방향으로 회전
1807927786	버튼을 길게 누르면 카메라를 시계 반대 방향으로 90도 회전합니다.
73412201	시계 방향으로 회전
2017613828	버튼을 길게 누르면 카메라를 시계 방향으로 90도 회전합니다.
196521541	줌인
1614643182	카메라를 줌인합니다.
2009084322	줌아웃
66070141	카메라를 줌아웃합니다.
1175911774	빠른 저장
1496729342	클릭하면 빠르게 저장합니다./n참고: 옵션 메뉴에서 저장 알림을 비활성화할 수 있습니다.
342483686	마지막 결투 모드 종료
1693433514	모드를 종료합니다. 계획된 행동이 저장됩니다.
1262042390	범위
953856822	지속 시간
1354711653	대기 시간
538458455	소음 반경
1395075531	효과 반경
1968769858	설치 시간
658508894	죽는 시간
693330154	치유
44714549	전체(헥터 전용)
1351320459	+{0}(이사벨 전용)
1788577267	기본 능력
594543312	<passiveAbilityName>사다리</passiveAbilityName>, <passiveAbilityName>덩굴</passiveAbilityName>, <passiveAbilityName>밧줄</passiveAbilityName>을 타고 오를 수 있습니다.
1263588832	<passiveAbilityName>사다리</passiveAbilityName>를 타고 오를 수 있습니다.
764039211	시체 한 구(선 자세, 보통)를 <passiveAbilityName>운반</passiveAbilityName>할 수 있습니다.
1826755276	시체 두 구(선 자세, 빠름)를 <passiveAbilityName>운반</passiveAbilityName>할 수 있습니다.
30354001	시체 한 구(웅크린 자세, 느림)를 <passiveAbilityName>끌고 갈</passiveAbilityName> 수 있습니다.
1634612996	시체를 <passiveAbilityName>운반</passiveAbilityName>할 수 <passiveAbilityCannot>없습니다</passiveAbilityCannot>.
2052156763	<passiveAbilityName>수영</passiveAbilityName>할 수 있습니다.
597313321	<passiveAbilityCannot>수영할 수 없습니다.</passiveAbilityCannot>
1269477099	Desperados III
971883982	Desperados III 플레이와 실시간 전략 장르의 팬에게 적합한 조작법입니다.
2074961100	고전적인 실시간 전략 장르의 조작 방식입니다. {0}으로 캐릭터를 선택하고, {1}으로 이동하고, {2}, {3}, {4}, {5}, {6}으로 플레이어 스킬을 사용합니다.
825544575	클래식 RTS
2057998057	RTS 플레이어에게 적합한 조작법입니다. 이동과 선택이 서로 바뀌었습니다. 스킬은 QWERT 키에 할당되었습니다.
1635060042	대다수 전통 RTS와 MOBA 게임의 조작 방식입니다. {0}으로 캐릭터를 선택하고, {1}으로 이동하고, {2}, {3}, {4}, {5}, {6}으로 플레이어 스킬을 사용합니다.
1097308533	WASD 카메라 이동
1871084952	이동 및 캐릭터 선택과 관련된 Desperados III 조작 방식을 기반으로 합니다. 화살표 키 대신 WASD 키로 카메라를 움직이도록 변경되었습니다.
1358490674	여기에서 새로운 조작 체계를 사용자 지정할 수 있습니다. 변경 사항은 자동으로 적용됩니다. 버튼 옆의 전환을 선택해 조작 체계 간에 전환할 수 있습니다./n/n활성: {0}
1602189665	사용자 지정 레이아웃입니다.
1524376688	플레이어
1873916024	캠
766903264	메뉴
960651577	UI 휠
1421349032	컷씬
1080899783	일반
613153956	원뿔 시야
555507018	일반 컷씬 없음
1866829885	충돌입니다!
1008156003	다른 행동에 이 버튼이 할당되어 있습니다. 그래도 할당하시겠습니까? {0}
1660462859	재할당
1058572889	이 행동에 배정할 키를 누르세요.
178427384	행동:
774853068	키 배정 해제
584715733	오른쪽 스틱
1284445229	왼쪽 스틱
1561855749	---
116814068	입력 행동을 변경하기 위한 새 레이아웃을 만듭니다.
1362329991	사용자 지정 {0}
1190198233	만들기
1068196803	선택
1445520163	플레이어
580614165	플레이어 조작 편집
657216753	카메라
598043235	카메라 조작 편집
745724744	일반
485190448	일반 조작 편집
101526216	{0}
127821282	---
1812509848	초기화
1366477586	모든 입력 행동을 기본값으로 초기화하시겠습니까?
1706772755	여기에서 새로운 조작 체계를 사용자 지정할 수 있습니다. 변경 사항은 자동으로 적용됩니다. 다른 조작 체계로 전환하려면 선택한 후 {0}을 눌러 적용하세요./n/n활성: {1}
